,symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
43,CSX,CSX Corporation,74329392200,Industrials,Railroads,1.183,37.94,0.48,1554276,NASDAQ Global Select,NASDAQ,US,False,False,True
44,MAR,"Marriott International, Inc.",71895047175,Consumer Cyclical,Lodging,1.628,248.355,2.08,291582,NASDAQ Global Select,NASDAQ,US,False,False,True
45,WDAY,"Workday, Inc.",70590659731,Technology,Software—Application,1.261517,269.43,0.0,680391,NASDAQ Global Select,NASDAQ,US,False,False,True
46,COIN,"Coinbase Global, Inc.",64830996341,Technology,Software—Application,3.367,267.5924,0.0,8932639,NASDAQ Global Select,NASDAQ,US,False,False,True
47,PYPL,"PayPal Holdings, Inc.",64004312800,Financial Services,Credit Services,1.444,59.72,0.0,4306433,NASDAQ Global Select,NASDAQ,US,False,False,True
48,ORLY,"O'Reilly Automotive, Inc.",63548176972,Consumer Cyclical,Specialty Retail,0.862,1076.42,0.0,62615,NASDAQ Global Select,NASDAQ,US,False,False,True
49,CTAS,Cintas Corporation,62687826400,Industrials,Specialty Business Services,1.258,618.4,5.4,40943,NASDAQ Global Select,NASDAQ,US,False,False,True
50,MRVL,"Marvell Technology, Inc.",61820395000,Technology,Semiconductors,1.503,71.51,0.24,9782557,NASDAQ Global Select,NASDAQ,US,False,False,True
51,MNST,Monster Beverage Corporation,61569465600,Consumer Defensive,Beverages—Non-Alcoholic,0.718,59.165,0.0,838362,NASDAQ Global Select,NASDAQ,US,False,False,True
52,SMCI,"Super Micro Computer, Inc.",60466190565,Technology,Computer Hardware,1.272,1081.041,0.0,3976749,NASDAQ Global Select,NASDAQ,US,False,False,True
53,PCAR,PACCAR Inc,59219847360,Industrials,Farm & Heavy Construction Machinery,0.91,113.04,1.08,513554,NASDAQ Global Select,NASDAQ,US,False,False,True
54,ROP,"Roper Technologies, Inc.",58584377910,Industrials,Specialty Industrial Machinery,0.99,547.405,3.0,60318,NASDAQ Global Select,NASDAQ,US,False,False,True
55,ADSK,"Autodesk, Inc.",54723649734,Technology,Software—Application,1.433,255.8196,0.0,269674,NASDAQ Global Select,NASDAQ,US,False,False,True
56,FTNT,"Fortinet, Inc.",53740273330,Technology,Software—Infrastructure,1.084,70.43,0.0,741843,NASDAQ Global Select,NASDAQ,US,False,False,True
57,CEG,Constellation Energy Corporation,53243320000,Utilities,Utilities—Renewable,0.736,167.96,1.41,776413,NASDAQ Global Select,NASDAQ,US,False,False,True
58,DASH,"DoorDash, Inc.",52447801617,Communication Services,Internet Content & Information,1.774,129.82,0.0,1254282,NASDAQ Global Select,NASDAQ,US,False,False,True
59,DXCM,"DexCom, Inc.",52040669850,Healthcare,Medical Devices,1.174,134.99,0.0,781121,NASDAQ Global Select,NASDAQ,US,False,False,True
60,CPRT,"Copart, Inc.",51832416420,Consumer Cyclical,Auto & Truck Dealerships,1.217,53.91,0.0,1217037,NASDAQ Global Select,NASDAQ,US,False,False,True
61,ROST,"Ross Stores, Inc.",48823303320,Consumer Cyclical,Apparel Retail,1.048,145.02,1.47,349825,NASDAQ Global Select,NASDAQ,US,False,False,True
62,MCHP,Microchip Technology Incorporated,48191801840,Technology,Semiconductors,1.644,89.18,1.68,1171165,NASDAQ Global Select,NASDAQ,US,False,False,True
63,ODFL,"Old Dominion Freight Line, Inc.",46823309955,Industrials,Trucking,1.029,430.215,2.08,141707,NASDAQ Global Select,NASDAQ,US,False,False,True
64,IDXX,"IDEXX Laboratories, Inc.",45822557759,Healthcare,Diagnostics & Research,1.27,551.485,0.0,90612,NASDAQ Global Select,NASDAQ,US,False,False,True
65,IBKR,"Interactive Brokers Group, Inc.",45270090163,Financial Services,Capital Markets,0.832,107.52,0.4,297890,NASDAQ Global Select,NASDAQ,US,False,False,True
66,AEP,"American Electric Power Company, Inc.",43679142952,Utilities,Utilities—Regulated Electric,0.509,83.011,3.52,1037164,NASDAQ Global Select,NASDAQ,US,False,False,True
67,PAYX,"Paychex, Inc.",43171443560,Industrials,Staffing & Employment Services,0.939,119.98,3.56,299191,NASDAQ Global Select,NASDAQ,US,False,False,True
68,CHTR,"Charter Communications, Inc.",42550925000,Communication Services,Telecom Services,0.962,293.0,0.0,721992,NASDAQ Global Select,NASDAQ,US,False,False,True
69,FAST,Fastenal Company,42541660550,Industrials,Industrial Distribution,1.04,74.33,1.56,582361,NASDAQ Global Select,NASDAQ,US,False,False,True
70,MRNA,"Moderna, Inc.",42480786505,Healthcare,Biotechnology,1.601,111.185,0.0,4476357,NASDAQ Global Select,NASDAQ,US,False,False,True
71,KHC,The Kraft Heinz Company,42440303500,Consumer Defensive,Packaged Foods,0.666,34.985,1.6,1192081,NASDAQ Global Select,NASDAQ,US,False,False,True
72,GEHC,GE HealthCare Technologies Inc.,42229829417,Healthcare,Health Information Services,0.0,92.74,0.12,631266,NASDAQ Global Select,NASDAQ,US,False,False,True
73,KDP,Keurig Dr Pepper Inc.,40635573150,Consumer Defensive,Beverages—Non-Alcoholic,0.661,29.285,0.86,1532838,NASDAQ Global Select,NASDAQ,US,False,False,True
74,DDOG,"Datadog, Inc.",39949343704,Technology,Software—Application,1.165,120.375,0.0,1395360,NASDAQ Global Select,NASDAQ,US,False,False,True
75,TTD,"The Trade Desk, Inc.",39872805989,Technology,Software—Application,1.501,81.55,0.0,637570,NASDAQ Global Market,NASDAQ,US,False,False,True
76,CTSH,Cognizant Technology Solutions Corporation,38224308760,Technology,Information Technology Services,1.073,76.78,1.2,500448,NASDAQ Global Select,NASDAQ,US,False,False,True
77,EXC,Exelon Corporation,36867959130,Utilities,Utilities—Regulated Electric,0.605,36.885,1.52,1169012,NASDAQ Global Select,NASDAQ,US,False,False,True
78,EA,Electronic Arts Inc.,36664379000,Communication Services,Electronic Gaming & Multimedia,0.767,137.14,0.76,557306,NASDAQ Global Select,NASDAQ,US,False,False,True
79,CSGP,"CoStar Group, Inc.",35388639850,Real Estate,Real Estate Services,0.829,86.65,0.0,259423,NASDAQ Global Select,NASDAQ,US,False,False,True
80,MPWR,"Monolithic Power Systems, Inc.",35203313840,Technology,Semiconductors,1.25,723.44,5.0,126918,NASDAQ Global Select,NASDAQ,US,False,False,True
81,ON,ON Semiconductor Corporation,34399984500,Technology,Semiconductors,1.809,80.5,0.0,1802644,NASDAQ Global Select,NASDAQ,US,False,False,True
82,NDAQ,"Nasdaq, Inc.",34253576850,Financial Services,Financial Data & Stock Exchanges,0.927,59.55,0.88,371776,NASDAQ Global Select,NASDAQ,US,False,False,True
83,VRSK,"Verisk Analytics, Inc.",33674424550,Industrials,Consulting Services,0.787,234.845,1.56,173742,NASDAQ Global Select,NASDAQ,US,False,False,True
84,CDW,CDW Corporation,33192711650,Technology,Information Technology Services,1.092,247.31,2.48,113203,NASDAQ Global Select,NASDAQ,US,False,False,True
85,BIIB,Biogen Inc.,32924266500,Healthcare,Drug Manufacturers—General,-0.024,226.5,0.0,212354,NASDAQ Global Select,NASDAQ,US,False,False,True
86,FANG,"Diamondback Energy, Inc.",32615650425,Energy,Oil & Gas E&P,1.912,182.775,8.12,183049,NASDAQ Global Select,NASDAQ,US,False,False,True
87,DLTR,"Dollar Tree, Inc.",32014111680,Consumer Defensive,Discount Stores,0.921,146.94,0.0,585783,NASDAQ Global Select,NASDAQ,US,False,False,True
88,BKR,Baker Hughes Company,30787068800,Energy,Oil & Gas Equipment & Services,1.403,30.76,0.84,1058160,NASDAQ Global Select,NASDAQ,US,False,False,True
89,ZS,"Zscaler, Inc.",30031543200,Technology,Software—Infrastructure,0.844,200.4,0.0,622017,NASDAQ Global Select,NASDAQ,US,False,False,True
90,FWONK,Formula One Group,29860929235,Communication Services,Entertainment,1.136,71.45,,272187,NASDAQ Global Select,NASDAQ,US,False,False,True
91,XEL,Xcel Energy Inc.,29092950180,Utilities,Utilities—Regulated Electric,0.37,52.405,2.19,2983889,NASDAQ Global Select,NASDAQ,US,False,False,True
92,GFS,GLOBALFOUNDRIES Inc.,28959967650,Technology,Semiconductors,1.644,52.35,0.0,311422,NASDAQ Global Select,NASDAQ,US,False,False,True
93,ANSS,"ANSYS, Inc.",28931678144,Technology,Software—Application,1.155,332.48,0.0,69210,NASDAQ Global Select,NASDAQ,US,False,False,True
94,MSTR,MicroStrategy Incorporated,27111204380,Technology,Software—Application,2.83,1597.775,0.0,1584574,NASDAQ Global Select,NASDAQ,US,False,False,True
95,MDB,"MongoDB, Inc.",26752988328,Technology,Software—Infrastructure,1.237,370.655,0.0,987688,NASDAQ Global Market,NASDAQ,US,False,False,True
96,TSCO,Tractor Supply Company,26699744970,Consumer Cyclical,Specialty Retail,0.842,247.41,4.4,115136,NASDAQ Global Select,NASDAQ,US,False,False,True
97,EBAY,eBay Inc.,26498290000,Consumer Cyclical,Internet Retail,1.313,51.155,1.08,2077799,NASDAQ Global Select,NASDAQ,US,False,False,True
98,SPLK,Splunk Inc.,26369407500,Technology,Software—Infrastructure,1.003,156.495,0.0,498392,NASDAQ Global Select,NASDAQ,US,False,False,True
99,ULTA,"Ulta Beauty, Inc.",26368651693,Consumer Cyclical,Specialty Retail,1.311,542.995,0.0,178926,NASDAQ Global Select,NASDAQ,US,False,False,True
100,TROW,"T. Rowe Price Group, Inc.",26288643780,Financial Services,Asset Management,1.402,117.54,4.96,235791,NASDAQ Global Select,NASDAQ,US,False,False,True
101,FITB,Fifth Third Bancorp,24980410740,Financial Services,Banks—Regional,1.278,36.67,1.36,1345739,NASDAQ Global Select,NASDAQ,US,False,False,True
102,TTWO,"Take-Two Interactive Software, Inc.",24972937470,Communication Services,Electronic Gaming & Multimedia,0.745,146.395,0.0,398997,NASDAQ Global Select,NASDAQ,US,False,False,True
103,TW,Tradeweb Markets Inc.,24229806211,Financial Services,Capital Markets,0.922,102.7775,0.37,74580,NASDAQ Global Select,NASDAQ,US,False,False,True
104,SBAC,SBA Communications Corporation,24085604110,Real Estate,REIT—Specialty,0.555,222.79,3.92,225630,NASDAQ Global Select,NASDAQ,US,False,False,True
105,AXON,"Axon Enterprise, Inc.",23390555736,Industrials,Aerospace & Defense,0.932,310.62,0.0,150287,NASDAQ Global Select,NASDAQ,US,False,False,True
106,ALGN,"Align Technology, Inc.",23192146080,Healthcare,Medical Devices,1.654,308.8,0.0,104167,NASDAQ Global Select,NASDAQ,US,False,False,True
107,FCNCA,"First Citizens BancShares, Inc.",22141114906,Financial Services,Banks—Regional,0.885,1536.61,6.56,11953,NASDAQ Global Select,NASDAQ,US,False,False,True
108,PTC,PTC Inc.,22074081280,Technology,Software—Application,1.172,184.64,0.0,82315,NASDAQ Global Select,NASDAQ,US,False,False,True
109,WBD,"Warner Bros. Discovery, Inc.",21932813100,Communication Services,Entertainment,1.509,8.99,0.0,8234094,NASDAQ Global Select,NASDAQ,US,False,False,True
110,ILMN,"Illumina, Inc.",21816970000,Healthcare,Diagnostics & Research,1.192,137.3,0.0,399144,NASDAQ Global Select,NASDAQ,US,False,False,True
111,ZM,"Zoom Video Communications, Inc.",21450849896,Technology,Software—Application,-0.067,69.745,0.0,1871927,NASDAQ Global Select,NASDAQ,US,False,False,True
112,NTAP,"NetApp, Inc.",21126813490,Technology,Computer Hardware,1.254,102.37,2.0,487086,NASDAQ Global Select,NASDAQ,US,False,False,True
113,APP,AppLovin Corporation,21125153516,Technology,Software—Application,1.873,61.77,0.0,1399889,NASDAQ Global Select,NASDAQ,US,False,False,True
114,JBHT,"J.B. Hunt Transport Services, Inc.",20907515200,Industrials,Integrated Freight & Logistics,1.114,202.4,1.72,93738,NASDAQ Global Select,NASDAQ,US,False,False,True
115,ENTG,"Entegris, Inc.",20820822240,Technology,Semiconductor Equipment & Materials,1.316,138.44,0.4,271796,NASDAQ Global Select,NASDAQ,US,False,False,True
116,STLD,"Steel Dynamics, Inc.",20310265100,Basic Materials,Steel,1.419,128.42,1.84,194221,NASDAQ Global Select,NASDAQ,US,False,False,True
117,COO,"The Cooper Companies, Inc.",20163796200,Healthcare,Medical Instruments & Supplies,0.932,101.45,0.02,286568,NASDAQ Global Select,NASDAQ,US,False,False,True
118,WDC,Western Digital Corporation,20095786200,Technology,Computer Hardware,1.54,61.67,0.0,1510454,NASDAQ Global Select,NASDAQ,US,False,False,True
119,DKNG,DraftKings Inc.,19617340400,Consumer Cyclical,Gambling,1.858,41.42,0.0,2761683,NASDAQ Global Select,NASDAQ,US,False,False,True
120,CELH,"Celsius Holdings, Inc.",19574399405,Consumer Defensive,Beverages—Non-Alcoholic,1.864,84.085,0.0,1689352,NASDAQ Capital Market,NASDAQ,US,False,False,True
121,LPLA,LPL Financial Holdings Inc.,19573693700,Financial Services,Capital Markets,0.848,262.9,1.2,45507,NASDAQ Global Select,NASDAQ,US,False,False,True
122,HBAN,Huntington Bancshares Incorporated,19473065750,Financial Services,Banks—Regional,1.115,13.445,0.62,3857071,NASDAQ Global Select,NASDAQ,US,False,False,True
123,VRSN,"VeriSign, Inc.",19331431000,Technology,Software—Infrastructure,0.883,191.59,0.0,93610,NASDAQ Global Select,NASDAQ,US,False,False,True
124,ALNY,"Alnylam Pharmaceuticals, Inc.",18899456760,Healthcare,Biotechnology,0.391,150.06,0.0,97774,NASDAQ Global Select,NASDAQ,US,False,False,True
125,ERIE,Erie Indemnity Company,18809125302,Financial Services,Insurance Brokers,0.421,407.22,5.1,19168,NASDAQ Global Select,NASDAQ,US,False,False,True
126,PFG,"Principal Financial Group, Inc.",18691359660,Financial Services,Insurance—Diversified,1.244,79.245,2.76,278590,NASDAQ Global Select,NASDAQ,US,False,False,True
127,WBA,"Walgreens Boots Alliance, Inc.",18670440400,Healthcare,Pharmaceutical Retailers,0.718,21.65,1.0,2685429,NASDAQ Global Select,NASDAQ,US,False,False,True
128,CINF,Cincinnati Financial Corporation,18332938300,Financial Services,Insurance—Property & Casualty,0.631,117.02,3.24,150167,NASDAQ Global Select,NASDAQ,US,False,False,True
129,BGNE,"BeiGene, Ltd.",18164428316,Healthcare,Biotechnology,0.619,165.14,0.0,41500,NASDAQ Global Select,NASDAQ,US,False,False,True
130,HOLX,"Hologic, Inc.",17905356960,Healthcare,Medical Instruments & Supplies,1.0,76.28,0.0,234381,NASDAQ Global Select,NASDAQ,US,False,False,True
131,EXPE,"Expedia Group, Inc.",17865114163,Consumer Cyclical,Travel Services,1.865,136.62,0.0,399715,NASDAQ Global Select,NASDAQ,US,False,False,True
132,WMG,Warner Music Group Corp.,17584647929,Communication Services,Entertainment,1.472,33.955,0.68,89135,NASDAQ Global Select,NASDAQ,US,False,False,True
133,ENPH,"Enphase Energy, Inc.",17457249810,Technology,Solar,1.473,128.59,0.0,879562,NASDAQ Global Market,NASDAQ,US,False,False,True
134,FSLR,"First Solar, Inc.",17361894010,Technology,Solar,1.406,162.49,0.0,714807,NASDAQ Global Select,NASDAQ,US,False,False,True
135,OKTA,"Okta, Inc.",17275437400,Technology,Software—Infrastructure,0.998,107.9,0.0,480269,NASDAQ Global Select,NASDAQ,US,False,False,True
136,SWKS,"Skyworks Solutions, Inc.",17195454320,Technology,Semiconductors,1.372,107.32,2.72,481052,NASDAQ Global Select,NASDAQ,US,False,False,True
137,TPG,TPG Inc.,17035202656,Financial Services,Asset Management,1.622,44.55,1.34,122710,NASDAQ Global Select,NASDAQ,US,False,False,True
138,CG,The Carlyle Group Inc.,16988578310,Financial Services,Asset Management,1.796,46.915,1.4,555220,NASDAQ Global Select,NASDAQ,US,False,False,True
139,AKAM,"Akamai Technologies, Inc.",16812253500,Technology,Software—Infrastructure,0.723,110.95,0.0,623586,NASDAQ Global Select,NASDAQ,US,False,False,True
140,BMRN,BioMarin Pharmaceutical Inc.,16267644720,Healthcare,Biotechnology,0.309,86.22,0.0,164416,NASDAQ Global Select,NASDAQ,US,False,False,True
141,TER,"Teradyne, Inc.",16180661700,Technology,Semiconductor Equipment & Materials,1.552,105.7,0.48,280958,NASDAQ Global Select,NASDAQ,US,False,False,True
142,SIRI,Sirius XM Holdings Inc.,15946209000,Communication Services,Entertainment,1.062,4.15,0.11,5012549,NASDAQ Global Select,NASDAQ,US,False,False,True
143,MANH,"Manhattan Associates, Inc.",15690761732,Technology,Software—Application,1.445,254.86,0.0,58010,NASDAQ Global Select,NASDAQ,US,False,False,True
144,POOL,Pool Corporation,15465992362,Industrials,Industrial Distribution,1.008,403.01,4.4,62466,NASDAQ Global Select,NASDAQ,US,False,False,True
145,NTNX,"Nutanix, Inc.",15449669669,Technology,Software—Infrastructure,1.289,63.6601,0.0,738431,NASDAQ Global Select,NASDAQ,US,False,False,True
146,TRMB,Trimble Inc.,15424229860,Technology,Scientific & Technical Instruments,1.499,62.78,0.0,154911,NASDAQ Global Select,NASDAQ,US,False,False,True
147,SSNC,"SS&C Technologies Holdings, Inc.",15407994350,Technology,Software—Application,1.432,62.35,0.96,137484,NASDAQ Global Select,NASDAQ,US,False,False,True
148,SAIA,"Saia, Inc.",15259723440,Industrials,Trucking,1.619,573.95,0.0,47287,NASDAQ Global Select,NASDAQ,US,False,False,True
149,HOOD,"Robinhood Markets, Inc.",15094688348,Technology,Software—Infrastructure,1.634,17.26,0.0,6679007,NASDAQ Global Select,NASDAQ,US,False,False,True
150,NWS,News Corporation,15046527464,Communication Services,Entertainment,1.346,27.19,0.2,177503,NASDAQ Global Select,NASDAQ,US,False,False,True
151,NDSN,Nordson Corporation,14973489882,Industrials,Specialty Industrial Machinery,1.005,261.81,2.72,25219,NASDAQ Global Select,NASDAQ,US,False,False,True
152,HST,"Host Hotels & Resorts, Inc.",14589602170,Real Estate,REIT—Hotel & Motel,1.325,20.735,0.8,543445,NASDAQ Global Select,NASDAQ,US,False,False,True
153,BSY,"Bentley Systems, Incorporated",14571965002,Technology,Software—Application,1.106,49.01,0.24,108764,NASDAQ Global Select,NASDAQ,US,False,False,True
154,ZBRA,Zebra Technologies Corporation,14481847590,Technology,Communication Equipment,1.784,281.85,0.0,54096,NASDAQ Global Select,NASDAQ,US,False,False,True
155,LECO,"Lincoln Electric Holdings, Inc.",14318209144,Industrials,Tools & Accessories,1.209,251.98,2.84,34889,NASDAQ Global Select,NASDAQ,US,False,False,True
156,VTRS,Viatris Inc.,14105006404,Healthcare,Drug Manufacturers—Specialty & Generic,1.142,11.8772,0.48,2690533,NASDAQ Global Select,NASDAQ,US,False,False,True
157,GEN,Gen Digital Inc.,14069341900,Technology,Software—Infrastructure,1.092,22.09,0.5,612368,NASDAQ Global Select,NASDAQ,US,False,False,True
158,UAL,"United Airlines Holdings, Inc.",14027703864,Industrials,Airlines,1.543,42.764,0.0,2009004,NASDAQ Global Select,NASDAQ,US,False,False,True
159,NBIX,"Neurocrine Biosciences, Inc.",13832537575,Healthcare,Drug Manufacturers—Specialty & Generic,0.244,139.01,0.0,178137,NASDAQ Global Select,NASDAQ,US,False,False,True
160,LKQ,LKQ Corporation,13644946260,Consumer Cyclical,Auto Parts,1.286,51.18,1.2,137493,NASDAQ Global Select,NASDAQ,US,False,False,True
161,INCY,Incyte Corporation,13543408320,Healthcare,Biotechnology,0.655,60.32,0.0,534386,NASDAQ Global Select,NASDAQ,US,False,False,True
162,RPRX,Royalty Pharma plc,13525833760,Healthcare,Biotechnology,0.446,30.28,0.84,300431,NASDAQ Global Select,NASDAQ,US,False,False,True
163,FOX,Fox Corporation,13323165946,Communication Services,Entertainment,0.794,26.755,0.52,278474,NASDAQ Global Select,NASDAQ,US,False,False,True
164,Z,"Zillow Group, Inc.",13314367552,Communication Services,Internet Content & Information,1.842,57.51,0.0,490448,NASDAQ Global Select,NASDAQ,US,False,False,True
165,AZPN,"Aspen Technology, Inc.",13221011017,Technology,Software—Application,0.762,207.81,2.1,36112,NASDAQ Global Select,NASDAQ,US,False,False,True
166,MORN,"Morningstar, Inc.",13141912474,Financial Services,Financial Data & Stock Exchanges,1.148,307.57,1.62,8368,NASDAQ Global Select,NASDAQ,US,False,False,True
167,RIVN,"Rivian Automotive, Inc.",12811200000,Consumer Cyclical,Auto Manufacturers,1.894,13.345,0.0,28606245,NASDAQ Global Select,NASDAQ,US,False,False,True
168,LNT,Alliant Energy Corporation,12689140360,Utilities,Utilities—Regulated Electric,0.534,49.5476,1.92,227883,NASDAQ Global Select,NASDAQ,US,False,False,True
169,JKHY,"Jack Henry & Associates, Inc.",12592995914,Technology,Information Technology Services,0.664,172.82,2.2,38675,NASDAQ Global Select,NASDAQ,US,False,False,True
170,PODD,Insulet Corporation,12581031944,Healthcare,Medical Devices,0.978,179.92,0.0,160506,NASDAQ Global Select,NASDAQ,US,False,False,True
171,BRKR,Bruker Corporation,12515615542,Healthcare,Medical Devices,1.166,90.9096,0.2,174525,NASDAQ Global Select,NASDAQ,US,False,False,True
172,GLPI,"Gaming and Leisure Properties, Inc.",12342814600,Real Estate,REIT—Specialty,0.936,46.225,2.94,200918,NASDAQ Global Select,NASDAQ,US,False,False,True
173,MEDP,"Medpace Holdings, Inc.",12324328731,Healthcare,Diagnostics & Research,1.383,400.67,0.0,59832,NASDAQ Global Select,NASDAQ,US,False,False,True
174,KRTX,"Karuna Therapeutics, Inc.",12171945470,Healthcare,Biotechnology,1.149,319.075,0.0,31124,NASDAQ Global Market,NASDAQ,US,False,False,True
175,LEGN,Legend Biotech Corporation,12018974842,Healthcare,Biotechnology,0.039,66.115,0.0,388843,NASDAQ Global Select,NASDAQ,US,False,False,True
176,ARCC,Ares Capital Corporation,11976157413,Financial Services,Asset Management,1.033,20.5666,1.92,1585776,NASDAQ Global Market,NASDAQ,US,False,False,True
177,LAMR,Lamar Advertising Company,11918205834,Real Estate,REIT—Specialty,1.516,116.77,5.2,48434,NASDAQ Global Select,NASDAQ,US,False,False,True
178,TECH,Bio-Techne Corporation,11897076520,Healthcare,Biotechnology,1.223,75.685,0.32,203184,NASDAQ Global Select,NASDAQ,US,False,False,True
179,AFRM,"Affirm Holdings, Inc.",11880631324,Technology,Software—Infrastructure,3.6,38.715,0.0,2394357,NASDAQ Global Select,NASDAQ,US,False,False,True
180,EVRG,"Evergy, Inc.",11840284200,Utilities,Utilities—Regulated Electric,0.557,51.54,2.57,425002,NASDAQ Global Select,NASDAQ,US,False,False,True
181,DOCU,"DocuSign, Inc.",11830211340,Technology,Software—Application,0.87,58.01,0.0,2993750,NASDAQ Global Select,NASDAQ,US,False,False,True
182,SRPT,"Sarepta Therapeutics, Inc.",11684068132,Healthcare,Biotechnology,0.933,124.4901,0.0,122027,NASDAQ Global Select,NASDAQ,US,False,False,True
183,PAA,"Plains All American Pipeline, L.P.",11623757180,Energy,Oil & Gas Midstream,1.551,16.58,1.27,294918,NASDAQ Global Select,NASDAQ,US,False,False,True
184,UTHR,United Therapeutics Corporation,11609802535,Healthcare,Biotechnology,0.521,246.71,0.0,76947,NASDAQ Global Select,NASDAQ,US,False,False,True
185,WYNN,"Wynn Resorts, Limited",11593124164,Consumer Cyclical,Resorts & Casinos,1.947,103.438,1.0,576519,NASDAQ Global Select,NASDAQ,US,False,False,True
186,REG,Regency Centers Corporation,11353454290,Real Estate,REIT—Retail,1.179,61.51,2.68,251808,NASDAQ Global Select,NASDAQ,US,False,False,True
187,FFIV,"F5, Inc.",11280340538,Technology,Software—Infrastructure,1.105,191.8223,0.0,71536,NASDAQ Global Select,NASDAQ,US,False,False,True
188,QRVO,"Qorvo, Inc.",11278795770,Technology,Semiconductors,1.563,116.82,0.0,167724,NASDAQ Global Select,NASDAQ,US,False,False,True
189,CASY,"Casey's General Stores, Inc.",11131281199,Consumer Cyclical,Specialty Retail,0.826,299.965,1.72,78138,NASDAQ Global Select,NASDAQ,US,False,False,True
190,FIVE,"Five Below, Inc.",11126868480,Consumer Cyclical,Specialty Retail,1.209,201.6,0.0,147911,NASDAQ Global Select,NASDAQ,US,False,False,True
191,LSCC,Lattice Semiconductor Corporation,11085922845,Technology,Semiconductors,1.384,80.595,0.0,530357,NASDAQ Global Select,NASDAQ,US,False,False,True
192,EXAS,Exact Sciences Corporation,11032546525,Healthcare,Diagnostics & Research,1.226,60.775,0.0,321165,NASDAQ Capital Market,NASDAQ,US,False,False,True
193,RGEN,Repligen Corporation,10805092914,Healthcare,Medical Instruments & Supplies,1.03,193.74,0.0,40671,NASDAQ Global Select,NASDAQ,US,False,False,True
194,DOX,Amdocs Limited,10793910300,Technology,Software—Infrastructure,0.694,92.65,1.92,78215,NASDAQ Global Select,NASDAQ,US,False,False,True
195,CHK,Chesapeake Energy Corporation,10790587418,Energy,Oil & Gas E&P,0.498,82.5,2.91,786890,NASDAQ Global Select,NASDAQ,US,False,False,True
196,EWBC,"East West Bancorp, Inc.",10752903700,Financial Services,Banks—Diversified,1.375,76.79,2.2,393196,NASDAQ Global Select,NASDAQ,US,False,False,True
197,NTRA,"Natera, Inc.",10536611360,Healthcare,Diagnostics & Research,1.105463,88.43,0.0,207053,NASDAQ Global Select,NASDAQ,US,False,False,True
198,CFLT,"Confluent, Inc.",10002336443,Technology,Software—Infrastructure,0.947,31.995,0.0,858439,NASDAQ Global Select,NASDAQ,US,False,False,True
199,WING,Wingstop Inc.,10001876868,Consumer Cyclical,Restaurants,1.662,340.92,0.88,308951,NASDAQ Global Select,NASDAQ,US,False,False,True
200,TXRH,"Texas Roadhouse, Inc.",9913948635,Consumer Cyclical,Restaurants,1.002,148.35,2.26,105868,NASDAQ Global Select,NASDAQ,US,False,False,True
201,TTEK,"Tetra Tech, Inc.",9828193648,Industrials,Engineering & Construction,0.957,183.82,1.04,45695,NASDAQ Global Select,NASDAQ,US,False,False,True
202,LSXMK,The Liberty SiriusXM Group,9732529719,Communication Services,Broadcasting,1.141,29.8,0.0,285100,NASDAQ Global Select,NASDAQ,US,False,False,True
203,DUOL,"Duolingo, Inc.",9661853461,Technology,Software—Application,0.867,225.345,0.0,291075,NASDAQ Global Select,NASDAQ,US,False,False,True
204,HSIC,"Henry Schein, Inc.",9632809760,Healthcare,Medical Distribution,0.871,74.96,0.0,225141,NASDAQ Global Select,NASDAQ,US,False,False,True
205,AAL,American Airlines Group Inc.,9513553734,Industrials,Airlines,1.577,14.5299,0.0,7014548,NASDAQ Global Select,NASDAQ,US,False,False,True
206,SWAV,"ShockWave Medical, Inc.",9507949416,Healthcare,Medical Devices,0.895,254.245,0.0,70039,NASDAQ Global Select,NASDAQ,US,False,False,True
207,CZR,"Caesars Entertainment, Inc.",9416620500,Consumer Cyclical,Resorts & Casinos,2.811,43.535,0.0,546909,NASDAQ Global Select,NASDAQ,US,False,False,True
208,COHR,"Coherent, Inc.",9307234662,Technology,Scientific & Technical Instruments,1.679,61.47,0.0,727833,NASDAQ Global Select,NASDAQ,US,False,False,True
209,APA,APA Corporation,9287832400,Energy,Oil & Gas E&P,3.268,30.8,1.0,926606,NASDAQ Global Select,NASDAQ,US,False,False,True
210,ROKU,"Roku, Inc.",9254445176,Communication Services,Entertainment,1.655,64.47,0.0,1129533,NASDAQ Global Select,NASDAQ,US,False,False,True
211,MTCH,"Match Group, Inc.",9220952860,Communication Services,Internet Content & Information,1.484,34.405,0.0,1001666,NASDAQ Global Select,NASDAQ,US,False,False,True
212,PCTY,Paylocity Holding Corporation,9215535383,Technology,Software—Application,0.869,163.595,0.0,59486,NASDAQ Global Select,NASDAQ,US,False,False,True
213,CART,Instacart (Maplebear Inc.),9178220325,Consumer Cyclical,Internet Retail,,34.44,0.0,644313,NASDAQ Global Market,NASDAQ,US,False,False,True
214,SEIC,SEI Investments Company,9069855600,Financial Services,Asset Management,1.01,69.05,0.92,111646,NASDAQ Global Select,NASDAQ,US,False,False,True
215,LNW,"Light & Wonder, Inc.",8949693159,Consumer Cyclical,Gambling,1.775,99.63,0.0,87076,NASDAQ Global Select,NASDAQ,US,False,False,True
